id_client_sk,id_client_nk,nom_complet,tranche_age,sexe,ville,region_admin,segment_client,canal_acquisition,date_debut,date_fin,est_actif
229,C2320,Ghita Mansouri,65+,f,Mohammedia,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
230,C0638,Aicha Chaoui,45-54,f,Nador,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
231,C3063,Ghita Moussaoui,35-44,f,Fès,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
232,C1332,Hanane Filali,55-64,f,Kénitra,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
233,C4804,Sanaa Kettani,25-34,f,Kénitra,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
234,C0994,Omar Ziani,65+,m,Béni Mellal,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
235,C4712,Zineb Chaoui,45-54,f,Salé,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
236,C3269,Wiam Benkirane,65+,f,Tanger,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
237,C4227,Soufiane Sabri,65+,m,Casablanca,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
238,C4839,Ahmed Benkirane,45-54,m,Agadir,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
239,C1549,Youssef Hajji,65+,m,Rabat,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
240,C4530,Ahmed El Amrani,18-24,m,Béni Mellal,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
241,C1541,Abdel Squalli,35-44,m,Nador,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
242,C2594,Karim Idrissi,18-24,m,Marrakech,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
243,C2910,Omar Ziani,45-54,m,Tanger,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
244,C2572,Sara Ziani,25-34,f,Nador,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
245,C2423,Adil Mernissi,25-34,m,Agadir,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
246,C1399,Ilyas Lahlou,25-34,m,Rabat,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
247,C0112,Amine Alaoui,65+,m,Kénitra,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
248,C3477,Nadia Kettani,45-54,f,Mohammedia,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
249,C1395,Amine Kettani,65+,m,Rabat,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
250,C2197,Samira Guessous,35-44,f,El Jadida,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
251,C4882,Hamza Naciri,35-44,m,Tétouan,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
252,C0188,Abdel Hajji,55-64,m,Casablanca,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
253,C0665,Reda Kettani,35-44,m,Marrakech,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
254,C3369,Samir Chaoui,65+,m,Kénitra,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
255,C4424,Samira Berrada,65+,f,Nador,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
256,C1203,Hanane El Khoury,65+,f,Béni Mellal,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
257,C3706,Mehdi Guessous,65+,m,Agadir,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
258,C3870,Karim Berrada,65+,m,Casablanca,Non renseignée,Silver,Google Ads,2026-04-24,9999-12-31,True
259,C4373,Ghita Tazi,45-54,f,Béni Mellal,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
260,C3866,Amina Rahmani,45-54,f,Fès,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
261,C3670,Youssef Guessous,55-64,m,Béni Mellal,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
262,C0725,Ghita Bouzid,45-54,f,Béni Mellal,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
263,C4223,Adil Chraibi,45-54,m,Marrakech,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
264,C0410,Samira Kettani,65+,f,Oujda,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
265,C4065,Hamza El Amrani,65+,m,Oujda,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
266,C2749,Sanaa El Amrani,35-44,f,Béni Mellal,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
267,C0546,Youssef Filali,65+,m,Oujda,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
268,C2899,Sara El Amrani,65+,f,Kénitra,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
269,C1253,Ahmed Kettani,18-24,m,Oujda,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
270,C0736,Nadia Alaoui,45-54,f,Béni Mellal,Non renseignée,Silver,Bouche-à-oreille,2026-04-24,9999-12-31,True
271,C4708,Loubna Chaoui,65+,f,Oujda,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
272,C1300,Adil Hajji,65+,m,Marrakech,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
273,C4430,Soufiane Mernissi,45-54,m,Casablanca,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
274,C1994,Meryem Moussaoui,45-54,f,Kénitra,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
275,C1121,Salma Tahiri,25-34,f,El Jadida,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
276,C1345,Zineb Fassi,35-44,f,Nador,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
277,C0213,Youssef Sabri,18-24,m,Fès,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
278,C1687,Khadija Tazi,25-34,f,Fès,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
279,C4169,Zineb El Khoury,18-24,f,Nador,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
280,C3976,Zakaria Mernissi,25-34,m,Nador,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
281,C2434,Reda Idrissi,25-34,m,El Jadida,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
282,C0029,Samir Chraibi,45-54,m,Oujda,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
283,C3884,Amina Fassi,45-54,f,Béni Mellal,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
284,C3360,Fatima Regragui,65+,f,Kénitra,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
285,C0694,Youssef Tazi,65+,m,Tétouan,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
286,C0216,Amine Ziani,65+,m,Oujda,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
287,C0342,Abdel Sabri,45-54,m,Kénitra,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
288,C0315,Rachid Fassi,65+,m,Rabat,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
289,C3373,Hassan Idrissi,35-44,m,Kénitra,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
290,C1946,Zineb Tazi,55-64,f,Fès,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
291,C4251,Nadia Tahiri,25-34,f,Oujda,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
292,C0503,Imane El Khoury,55-64,f,Agadir,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
293,C0409,Samir Sabri,18-24,m,Casablanca,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
294,C0310,Zineb Hajji,65+,f,Oujda,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
295,C3699,Hajar Kettani,45-54,f,Kénitra,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
296,C1683,Youssef Mansouri,65+,m,Rabat,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
297,C2868,Amine Guessous,65+,m,Agadir,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
298,C1855,Hassan Berrada,18-24,m,Agadir,Non renseignée,Gold,Google Ads,2026-04-24,9999-12-31,True
299,C1165,Khalid Naciri,65+,m,Kénitra,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
300,C1481,Amina Berrada,,f,Meknès,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
301,C0005,Karim Moussaoui,65+,m,Mohammedia,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
302,C2629,Khadija Berrada,45-54,f,Mohammedia,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
303,C3402,Youssef Ouazzani,25-34,m,Casablanca,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
304,C3466,Mehdi Chaoui,18-24,m,Tanger,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
305,C3559,Soufiane Tahiri,45-54,m,Oujda,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
306,C0368,Aicha El Amrani,45-54,f,Salé,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
307,C4399,Zineb Hajji,25-34,f,Béni Mellal,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
308,C3965,Abdel Benslimane,18-24,m,Agadir,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
309,C3321,Soufiane Mansouri,35-44,m,Kénitra,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
310,C0457,Fatima Naciri,18-24,f,Rabat,Non renseignée,Silver,TikTok,2026-04-24,9999-12-31,True
311,C4003,Hamza Mansouri,65+,m,Casablanca,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
312,C2506,Loubna Regragui,55-64,f,Oujda,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
313,C1795,Karim Ziani,18-24,m,Mohammedia,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
314,C2129,Sara Ziani,55-64,f,Tétouan,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
315,C2517,Reda Berrada,65+,m,Mohammedia,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
316,C1526,Youssef Regragui,65+,m,Marrakech,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
317,C0939,Ilyas Berrada,35-44,m,Tanger,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
318,C2217,Salma Hajji,65+,f,Rabat,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
319,C0668,Hassan Benslimane,35-44,m,Fès,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
320,C4802,Mehdi Mansouri,25-34,m,Rabat,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
321,C2109,Noura Sabri,65+,f,Rabat,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
322,C1482,Fatima Filali,25-34,f,Salé,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
323,C4397,Noura Mansouri,55-64,f,Tétouan,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
324,C1362,Noura Kettani,55-64,f,Tétouan,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
325,C0566,Loubna Filali,18-24,f,Nador,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
326,C4407,Hamza Bennani,55-64,m,Rabat,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
327,C3008,Khadija Chaoui,18-24,f,Salé,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
328,C0595,Karim Bennani,65+,m,Fès,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
329,C2712,Rachid Fassi,55-64,m,Kénitra,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
330,C2953,Amina Hajji,18-24,f,Meknès,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
331,C4595,Amina Hakimi,45-54,f,Casablanca,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
332,C2441,Zakaria Bouzid,45-54,m,Tétouan,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
333,C3320,Ilyas Mansouri,25-34,m,Oujda,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
334,C5141,Nadia Hajji,,f,Tétouan,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
335,C4725,Reda El Amrani,18-24,m,Agadir,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
336,C2408,Ilyas El Khoury,35-44,m,Mohammedia,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
337,C2066,Soufiane Idrissi,18-24,m,Tétouan,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
338,C1154,Adil El Khoury,18-24,m,Meknès,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
339,C0671,Sara El Khoury,,f,Nador,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
340,C2980,Nadia Ziani,25-34,f,Mohammedia,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
341,C1948,Ilyas Benkirane,25-34,m,El Jadida,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
342,C1847,Loubna Chaoui,35-44,f,Casablanca,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
343,C2056,Sara Ouazzani,35-44,f,Salé,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
344,C0451,Amina El Khoury,45-54,f,Nador,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
345,C4734,Khalid Rahmani,45-54,m,Tétouan,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
346,C2866,Soufiane Guessous,18-24,m,Mohammedia,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
347,C3356,Adil Ziani,35-44,m,Mohammedia,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
348,C4481,Karim Ziani,55-64,m,Fès,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
349,C1147,Ahmed Ziani,65+,m,El Jadida,Non renseignée,Silver,Instagram,2026-04-24,9999-12-31,True
350,C3298,Brahim Squalli,18-24,m,Rabat,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
351,C4292,Soufiane Regragui,,m,Rabat,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
352,C1875,Ghita Ziani,35-44,f,Nador,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
353,C4390,Mehdi Ziani,65+,m,Mohammedia,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
354,C0924,Abdel Guessous,65+,m,Mohammedia,Non renseignée,Silver,Référencement,2026-04-24,9999-12-31,True
355,C0394,Meryem Filali,65+,f,Nador,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
356,C2701,Brahim Hajji,35-44,m,Meknès,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
357,C2853,Hamza Benslimane,55-64,m,Meknès,Non renseignée,Silver,Facebook,2026-04-24,9999-12-31,True
358,C3202,Brahim Bennani,45-54,m,Meknès,Non renseignée,Silver,Google Ads,2026-04-24,9999-12-31,True
359,C0444,Wiam Kettani,65+,f,Oujda,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
360,C2892,Salma Tazi,65+,f,Nador,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
361,C0714,Samir Hajji,45-54,m,El Jadida,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
362,C2763,Adil Mernissi,55-64,m,Fès,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
363,C2074,Abdel Guessous,65+,m,El Jadida,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
364,C2576,Soufiane Bennani,18-24,m,Marrakech,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
365,C2027,Hamza Rahmani,65+,m,Agadir,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
366,C4378,Amine Lahlou,45-54,m,Fès,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
367,C1611,Nadia El Khoury,55-64,f,Fès,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
368,C2551,Samira Regragui,55-64,f,Tanger,Non renseignée,Silver,Instagram,2026-04-24,9999-12-31,True
369,C4406,Hassan Bennani,45-54,m,Marrakech,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
370,C4422,Hajar Moussaoui,45-54,f,Béni Mellal,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
371,C1574,Samira Lahlou,<18,f,Casablanca,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
372,C3813,Adil El Amrani,25-34,m,Oujda,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
373,C0179,Amina Tahiri,18-24,f,Agadir,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
374,C1568,Samir Chaoui,35-44,m,Tanger,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
375,C1680,Mohammed Chraibi,45-54,m,Fès,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
376,C0139,Noura Kettani,45-54,f,Meknès,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
377,C0555,Ghita Naciri,25-34,f,Meknès,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
378,C3583,Amine Benkirane,65+,m,Meknès,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
379,C1459,Zakaria Bennani,65+,m,Meknès,Non renseignée,Gold,Google Ads,2026-04-24,9999-12-31,True
380,C2454,Rachid Bouzid,65+,m,Marrakech,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
381,C0074,Adil Lahlou,55-64,m,Nador,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
382,C3085,Sara Chaoui,,f,Mohammedia,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
383,C5092,Soufiane Fassi,55-64,m,Kénitra,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
384,C3418,Sara Benslimane,45-54,f,Mohammedia,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
385,C4049,Ilyas Hakimi,65+,m,Meknès,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
386,C4125,Meryem Naciri,65+,f,Salé,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
387,C1326,Ilyas Benkirane,65+,m,Nador,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
388,C1261,Mehdi Fassi,35-44,m,Mohammedia,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
389,C2720,Zineb Ouazzani,35-44,f,Agadir,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
390,C4231,Rachid Naciri,55-64,m,Fès,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
391,C4549,Sara Regragui,65+,f,Rabat,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
392,C0164,Houda Kettani,45-54,f,Tétouan,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
393,C0649,Aicha El Khoury,35-44,f,El Jadida,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
394,C4427,Loubna Filali,65+,f,Salé,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
395,C0900,Nadia Guessous,65+,f,Agadir,Non renseignée,Gold,Google Ads,2026-04-24,9999-12-31,True
396,C1323,Abdel Hajji,65+,m,Rabat,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
397,C0528,Sara Chraibi,25-34,f,Nador,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
398,C0731,Sanaa Bennani,25-34,f,Casablanca,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
399,C2395,Samir Guessous,45-54,m,Kénitra,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
400,C0656,Mehdi Regragui,55-64,m,Casablanca,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
401,C2390,Sanaa Sabri,65+,f,Nador,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
402,C1850,Soufiane Benslimane,65+,m,Agadir,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
403,C4035,Ghita Kettani,18-24,f,Béni Mellal,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
404,C4091,Ghita El Khoury,65+,f,Rabat,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
405,C4385,Brahim Mansouri,35-44,m,Tétouan,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
406,C0369,Rachid Chaoui,65+,m,Tétouan,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
407,C0783,Hamza Hajji,35-44,m,Meknès,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
408,C4034,Houda El Khoury,65+,f,Tanger,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
409,C4400,Zineb Hakimi,55-64,f,Tétouan,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
410,C4072,Sanaa Filali,45-54,f,Nador,Non renseignée,Gold,Google Ads,2026-04-24,9999-12-31,True
411,C0806,Houda Chraibi,25-34,f,Nador,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
412,C1094,Ilyas Alaoui,35-44,m,El Jadida,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
413,C1439,Soufiane Rahmani,65+,m,Fès,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
414,C2721,Imane Squalli,65+,f,Marrakech,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
415,C4478,Mohammed Hajji,35-44,m,Oujda,Non renseignée,Silver,TikTok,2026-04-24,9999-12-31,True
416,C0980,Mehdi Hajji,18-24,m,Meknès,Non renseignée,Silver,Google Ads,2026-04-24,9999-12-31,True
417,C3053,Sara Tazi,45-54,f,Marrakech,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
418,C1831,Khadija Sabri,65+,f,Tanger,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
419,C0438,Mehdi El Khoury,65+,m,Salé,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
420,C0891,Zineb Alaoui,35-44,f,Tanger,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
421,C3439,Meryem Hajji,25-34,f,El Jadida,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
422,C4238,Fatima Guessous,65+,f,Béni Mellal,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
423,C2571,Ghita Hakimi,45-54,f,Mohammedia,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
424,C2815,Sara Moussaoui,55-64,f,Agadir,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
425,C3732,Loubna Kettani,65+,f,Rabat,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
426,C1760,Zineb Guessous,25-34,f,Fès,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
427,C1383,Sanaa El Amrani,55-64,f,Mohammedia,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
428,C1603,Sara Chraibi,25-34,f,Béni Mellal,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
429,C2099,Hassan Squalli,25-34,m,Tétouan,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
430,C0542,Youssef Bennani,65+,m,El Jadida,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
431,C0151,Amina Kettani,65+,f,Kénitra,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
432,C1086,Houda Kettani,35-44,f,Tanger,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
433,C1922,Ahmed Alaoui,25-34,m,Mohammedia,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
434,C4569,Ghita Bouzid,65+,f,Nador,Non renseignée,Gold,Google Ads,2026-04-24,9999-12-31,True
435,C2277,Zineb Benkirane,35-44,f,Mohammedia,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
436,C1457,Samir Berrada,55-64,m,Casablanca,Non renseignée,Silver,Google Ads,2026-04-24,9999-12-31,True
437,C1028,Ilyas Ziani,45-54,m,Marrakech,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
438,C2193,Youssef Mansouri,65+,m,Casablanca,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
439,C4628,Aicha Naciri,65+,f,Kénitra,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
440,C1408,Fatima Naciri,65+,f,Kénitra,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
441,C0403,Samira Chaoui,65+,f,Agadir,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
442,C2846,Karim El Khoury,35-44,m,Kénitra,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
443,C1080,Khadija Berrada,65+,f,Casablanca,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
